Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Algeria,DZA,0.0704306388685683,0.0768130382510503,0.229127480378834,0.185981841536564,0.190907251680752,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Argentina,ARG,11.4269032684242,9.43836863309546,11.4076106061133,16.8948497510525,8.76225361679707,8.79801852253825,8.36065160246713,8.58081622666602,8.36736107358926,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Armenia,ARM,..,..,..,..,0.383771292314693,0.403545249598453,0.213183377396629,0.212696839421871,1.29484672225421,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Australia,AUS,87.7708061664944,87.8477493445524,105.108937364321,113.796208083907,88.4432185061928,106.812166424017,129.519570283705,121.240921281706,99.3088529440474,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Austria,AUT,22.0702317031415,25.3142847952661,30.7291374574845,36.3067004353975,25.8079030703192,30.0458543542059,30.406072576452,33.9021966839205,26.0820003958763,..
